City,Venue,Venue Category
Kocaeli,Çınar Lokantası,Diner
Kocaeli,Essence Shoes,Men's Store
Kocaeli,BULL'S EYE WAFFLE,Dessert Shop
Kocaeli,Cafe41,Café
Kocaeli,Özgür'ün Yeri,Turkish Restaurant
Kocaeli,Kocaeli Şehir Tiyatroları Yahya Kaptan SDKM Sahnesi,Theater
Kocaeli,krusty pizza,Pizza Place
Kocaeli,Starbucks,Coffee Shop
Kocaeli,Cafe Tramway,Café
Kocaeli,D & R,Bookstore
Kocaeli,Saat Kulesi,Monument / Landmark
Kocaeli,King's Landing,Coffee Shop
Kocaeli,Yenidoğan fırın,Bakery
Kocaeli,Acar Büfe,Buffet
Kocaeli,Talpa Kültür & Sanat Kafe,Café
Kocaeli,Gym Port,Gym
Konya,Medklinik Saç Ekimi Konya,Health & Beauty Service
Konya,Şeyh Sadreddin Konevi Camii ve Türbesi,Mosque
Konya,Sahib-i Ata Camii,Mosque
Konya,Murat Tobacco,Smoke Shop
Konya,Luukma,Café
Konya,Ta Wingtsun Spor Akademisi,Martial Arts School
Konya,Buhara İnegöl Köfte,Kofte Place
Konya,Pour Over Coffee,Coffee Shop
Konya,Konya Devlet Tiyatrosu,Theater
Konya,Meşhur Kebapçı Dedeler,Turkish Restaurant
Konya,Çemberlitaş Kahvecisi,Hookah Bar
Konya,Efendi Kahvehanesi,Hookah Bar
Konya,Koff Coffee,Coffee Shop
Konya,Miss Mutfak,Turkish Home Cooking Restaurant
Konya,Ahlat 1299 Kahve Evi,Coffee Shop
Konya,Şerafeddin Camii,Mosque
Konya,Mevlana Müzesi,Museum
Konya,Kerimoğlu Büfe Tostcu Ramazan,Breakfast Spot
Konya,Celal Bey Etliekmek,Pide Place
Konya,Hemşin Organik Çay Evi,Café
Konya,Green Box,Coffee Shop
Konya,Baki Kuyumculuk,Jewelry Store
Konya,Kaktüs Cafe & Restaurant,Café
Konya,Hich Hotel Konya,Hotel
Konya,Araf Hotel,Hotel
Konya,My Fitness,Gym / Fitness Center
Konya,Meşhur Tulumbacı Erpınar Pastanesi,Dessert Shop
Konya,Tostcu Ahmet Usta,Snack Place
Konya,Sahip Ata Vakıf Müzesi,History Museum
Konya,Kebapçı Dedeler 1929 Nalçacı,Kebab Restaurant
Konya,Lounge Lemon Havzan,Hookah Bar
Konya,Ali Baba Fırın Kebap,Steakhouse
Konya,Konfad - Konya Fotoğraf Amatörleri Derneği,Non-Profit
Konya,Şark Kadayıfcısı,Dessert Shop
Konya,Senkron Dans & Sanat,Dance Studio
Konya,Mevlana Meydanı,Plaza
Konya,Yıldız Optik Saat Ve Mücevherat,Department Store
Konya,Konya Şehitliği Müzesi,History Museum
Konya,Meşhur Adıyaman Çiğ Köftecisi,Cigkofte Place
Konya,Tribün Cafe & Playstation,Gaming Cafe
Konya,Hi Coffee,Coffee Shop
Konya,N’ice Cream & Waffle’s,Dessert Shop
Konya,Tek Börekçim Unlu Mamülleri,Bakery
Konya,Arwen Cafe,Café
Konya,Eskiyol Köftecisi  Erhan Havzan,Restaurant
Konya,Sporto Fitness,Gym / Fitness Center
Konya,Ersin Et Market 2,Butcher
Konya,Nar-ı Aşk Cafe,Café
Konya,Kebapçı Dedeler 1929 Mevlana,Kebab Restaurant
Konya,eup • catch,Men's Store
Konya,Bayır Diamond Hotel,Hotel
Konya,Lala-Şah Kahve Nargile,Café
Konya,Dedeman Hotel & Convention Center,Hotel
Konya,Selçuklu Sanat Galeri,Art Gallery
Konya,Vogue’s Cafe Bistro,Café
Konya,Asude Optik Lens,Optical Shop
Konya,Kaffa Khaldi,Coffee Shop
Konya,Crizz,Coffee Shop
Konya,Kebapçı Dedeler 1929,Kebab Restaurant
Konya,173 Tantuni Kokoreç,Fast Food Restaurant
Konya,Konyanüma Panorama,Museum
Konya,Adalılar Market,Miscellaneous Shop
Konya,Deplasman Playstation Cafe,Gaming Cafe
Konya,Meram Kafedeyim,Hookah Bar
Konya,Taş Fırın Kuruyemiş,Kuruyemişçi
Konya,Dedeman Fitness Center,Gym
Konya,Acarlar Motors,Auto Garage
Konya,Evliya Çelebi Parkı Yürüyüş Parkuru,Trail
Konya,Bayram Pastanesi,Pastry Shop
Konya,Çeçen Lokantası,Food Court
Konya,Ciğerci Orhan,Steakhouse
Konya,Dedeman Hotel Roof Bar,Hotel Bar
Konya,Aynur Catering,Pie Shop
Konya,Doğan Yatağanlı,Bakery
Konya,Lara Patisserie,Dessert Shop
Konya,Cihan Pide Fırını,Pide Place
Konya,Evliya Çelebi Parkı,Park
Konya,Ada Motor - Güvenli ve İleri Sürüş Akademisi,Motorcycle Shop
Konya,Tarihi Medrese Kahvehanesi,Coffee Shop
Konya,Celal Bey Etliekmek Şube 2 1985,Pide Place
Konya,Öner Mustul Sanat Merkezi,Art Gallery
Konya,Mevlana Kültür Merkezi,Cultural Center
Konya,Margherita Boutique Caffe,Café
Konya,Seranade Etliekmek,Pide Place
Konya,Bizim Bayram Usta Etliekmek,Turkish Restaurant
Konya,Yıldızoğlu Baklava,Dessert Shop
Konya,Gazioğlu Etliekmek,Bakery
Konya,Simyacı,Café
Konya,Chef Mustafa Urfa Kebap,Kebab Restaurant
Konya,Fenerium,Sporting Goods Shop
Konya,Kartal Yuvası,Sporting Goods Shop
Konya,Fridalove,Café
Konya,Hacı Baba Kebap,Steakhouse
Konya,Tarihi Konya Mutfağı,Restaurant
Konya,Bi Organik Izgara & Köfte,Restaurant
Konya,Alaçatı Muhallebicisi,Ice Cream Shop
Konya,Saray Köy Tepe,Mountain
Konya,Tuba Fırın Kebap,Steakhouse
Konya,Eselya Pastanesi,Dessert Shop
Konya,Tommy Hilfiger,Clothing Store
Kütahya,Zeus Tapınağı | Temple of Zeus (Zeus Tapınağı),Historic Site
Kütahya,Aizanoi Antik Kenti | Aizanoi Ancient City (Aizanoi Antik Kenti),Historic Site
Kütahya,Tiyatro & Stadyum | Theatre & Stadium (Tiyatro & Stadyum),Historic Site
Kütahya,Borsa | Macellum (Borsa),Historic Site
Kütahya,Keskin Etli Pide Salonu,Pide Place
Kütahya,Aizanoi Tarihi Roma Köprüsü Restorasyon Şantiyesi,Construction & Landscaping
Kütahya,Kayaboğazı Barajı,Reservoir
Kütahya,Hisarcık Esire Kaplıcaları,Hot Spring
Kütahya,Anemon Otel,Hotel
Kütahya,Özgür Pide,Bakery
Kütahya,Uyar Pide,Turkish Restaurant
Kütahya,75. Yıl Seferzade Parkı Örencik,Park
Kütahya,adıyamanlı çiğ köfteci selim usta,Kofte Place
Kütahya,zerafet çiğköfte,Tea Room
Kütahya,Konuş Köyü,Farm
Kütahya,Mahmutun Yeri,Night Market
Kütahya,Kurt Kıraathanesi,Turkish Coffeehouse
Kütahya,Çavdarhisar Çay Bahçesi,Tea Room
Kütahya,A101,Grocery Store
Kütahya,Bizim Sokak,Plaza
Kütahya,bazaryeri,Night Market
Kütahya,Hacıkebir Kıran,Botanical Garden
Kütahya,Derbent Deresi,Forest
Kütahya,my home,Steakhouse
Kütahya,‪yaylaköy meydanı,Bay
Malatya,VIP Lounge,Airport Lounge
Malatya,Çalık Holding GAP Tekstil 1.Organize Sanayi Bölgesi,Department Store
Malatya,MARCOMEN PARK,Fast Food Restaurant
Malatya,Levent Vadisi Seyir Terası,Scenic Lookout
Malatya,Sultansuyu At Çiftliği,Stables
Malatya,Dilek Beldesi,Farm
Malatya,Yağmurlu Köyü,Farm
Malatya,Osmanlı Et Lokantası,Turkish Restaurant
Malatya,Sporyum Halısaha,Soccer Field
Malatya,Çakı Et Lokantası,Turkish Restaurant
Malatya,Metro GrossMarket,Big Box Store
Malatya,Yeşil Evler Izgara Ve Çiğköfte Salonu. Ferhat Ustanın Yeri,Comfort Food Restaurant
Malatya,Levent Vadisi,Mountain
Malatya,beylerderesi kavurmacisi (Hasan Usta),African Restaurant
Malatya,Anemon Hotel Malatya,Hotel
Malatya,Elemendik Gölet Restaurant,Restaurant
Malatya,Özal Köyü,Vineyard
Malatya,aia SPAWELLNES Anemon Hotel,Spa
Malatya,Sultansuyu Tarım Işletmesi Müdürlüğü,Farm
Malatya,Akçadağ Meydan,Plaza
Malatya,Malatya Erhaç Havalimanı (MLX) (Malatya Erhaç Havalimanı),Airport
Malatya,Malatya Erhaç Havalimanı CİP,Southern / Soul Food Restaurant
Malatya,Ören Köyü,Farm
Malatya,Sultansuyu Harası,Farm
Malatya,sultansuyu alabalık Çiftliği ve restorant,Turkish Restaurant
Malatya,Meydan Cafe,Café
Malatya,Alişar Köyü,Garden
Malatya,Ekomini,Convenience Store
Malatya,Akçadağ Meydan Çay Bahçesi,Plaza
Malatya,Sivas Yolu,Beach
Malatya,sultansuyu alabalik restaurant,Seafood Restaurant
Malatya,medik baraji,River
Malatya,kırkpınar köyü  yılmazlar çiftligi,Farm
Malatya,Kapusuz Kardesler Dinlenme Tesisi,Rest Area
Malatya,Sultan Suyu Köprüsü,River
Malatya,Avis Car Rental,Rental Car Location
Malatya,Malatya Hükümet Meydanı,Plaza
Malatya,Sultansuyu Balık Lokantasi,Sushi Restaurant
Malatya,Maltya,Shopping Mall
Malatya,Akçadağ Örüşkü,Tree
Malatya,Aksaray Köyü,Garden
Malatya,İlicaklar Petrol Ofisi Dinlenme Tesisleri,Rest Area
Malatya,Karasu,River
Malatya,Akçadağ Bahri,Garden
Malatya,sütlüce köyü,Farm
Malatya,Tohma Barajı,Lake
Malatya,Resuluşağı,Campground
Malatya,İriağaç Köyü,Mountain
Malatya,Arc Moda,Costume Shop
Malatya,ŞİRECİ KANTİN,Tea Room
Malatya,A 101 Yazıhan,Big Box Store
Malatya,Yazıhan Türk Telekom,Home Service
Malatya,Yazıhan Halı Saha,Soccer Stadium
Malatya,Meydan Çay & simit Sarayı,Café
Malatya,Yama Dağı Hekimhan,Mountain
Malatya,Malatya Province,Plaza
Malatya,Fethiye,Farm
Malatya,Akkoyun gıda market,Convenience Store
Malatya,Yiğidin Harman Olduğu Yer(ALİ BABANIN ÇİFTLİĞİ)🚜🍓🍇🍎🍒🍅🍆🌻🍀🐄🐈🐓🐣🐔🐕🐍🐸🐢🐝🐜,Farm
Malatya,Keleşler Malikanesi,Farm
Malatya,malatya levent vadisi seyir terası,Recreation Center
Malatya,Kızılalan Levent Vadisi,Mountain
Malatya,Fotokamp Levent Vadisi,Campground
Malatya,Sultansuyu at Ciftligi,Hockey Rink
Malatya,Kuzey Çevre Yolu Şantiyesi,Construction & Landscaping
Malatya,Hüseyin Dayının Yeri,Café
Malatya,Malatya Yolu,Intersection
Malatya,Merkez Eczanesi Akçadağ,Pharmacy
Malatya,canpolat Çiftligi,Farm
Malatya,beyler deresi kavurmacısı,Comfort Food Restaurant
Malatya,Cafana,Mountain
Manisa,Spil Dağı Seyir Tepesi,Scenic Lookout
Manisa,Yavuz Gıda,Convenience Store
Manisa,Aşcı Ahmet,Restaurant
Manisa,Rossmann,Cosmetics Shop
Manisa,Köşe Dükkan,Café
Manisa,Aşçı Bahattin,Turkish Restaurant
Manisa,Fıstık 27 Ayar Gaziantep Baklavacısı,Dessert Shop
Manisa,Hafsa Sultan Şifahanesi Tıp Tarihi Müzesi,Science Museum
Manisa,Ultimate Fitness Center,Gym / Fitness Center
Manisa,Kültür Cafe,Café
Manisa,Wa'full,Dessert Shop
Manisa,Wake Cup Art,Coffee Shop
Manisa,Kaktüs Cocktail & Beer,Cocktail Bar
Manisa,Simurg Kültür Cafe,Café
Manisa,Midye Dünyası,Seafood Restaurant
Manisa,Dans Cafe,Dance Studio
Manisa,Hatçe Ana Mantı Salonu,Restaurant
Manisa,Pause Coffea,Coffee Shop
Manisa,SportsBox Fitness Club,Gym / Fitness Center
Manisa,Koton,Department Store
Manisa,Hikmet Usta,Dessert Shop
Manisa,Can Akvaryum Pet Shop,Pet Store
Manisa,Kadayıfçılar Lokantası,Soup Place
Manisa,Brew Mood Coffee & Tea,Coffee Shop
Manisa,Zone Lounge,Lounge
Manisa,The Gym Fitness Center,Gym / Fitness Center
Manisa,Patron Cafe & Lounge,Café
Manisa,İvaz Paşa Sofası,Café
Manisa,Oruçoğlu Oreko Otel,Hotel
Manisa,Sümerpark,Theme Park
Manisa,Ziraatcılar Cay  Bahcesi,Snack Place
Manisa,Peker Çay Ocağı,Café
Manisa,Ağam Baklavaları,Dessert Shop
Manisa,Çetinkaya Pasta & Simit & Cafe,Café
Manisa,TARİHİ SU MUHALLEBİCİSİ,Dessert Shop
Manisa,Manisa Mevlevihanesi,History Museum
Manisa,By Gürsel,Bridal Shop
Manisa,Dora's Cafe & Brasserie,Café
Manisa,Uludemir Çay House,Coffee Shop
Manisa,D&R,Bookstore
Manisa,Taşfabrika,Restaurant
Manisa,Has -Bi Kahve,Tea Room
Manisa,Red Magic PS,Gaming Cafe
Manisa,Şehzadeler Park,Park
Manisa,Ekol Fitness Center,Gym
Manisa,Çanakkale Şehitleri Anıtı ve Atatürk Sergi Salonu,History Museum
Manisa,Şehzadeler Meşhur Manisa Kebapçısı,Steakhouse
Manisa,Coffee Dark,Café
Manisa,Cafe Kekik,Café
Manisa,Kuki Fırın,Bakery
Manisa,GÖKÇE BÜFE  FAST FOOD,Fast Food Restaurant
Manisa,Ayn-i Ali,Café
Manisa,Manisa Şehir Kulübü,Seafood Restaurant
Manisa,Spil Gençlik ve Spor Kulübü,Sports Club
Manisa,Burçak Ekmek & Pasta,Bakery
Manisa,Menekşe Kilo İle Et Yeni Mah Subesi,Deli / Bodega
Manisa,Alsancak Unlu Mamuller Mutfak,Café
Manisa,Baran Kıraathanesi,Turkish Coffeehouse
Manisa,Sultan Parkı,Park
Manisa,Looks Hotel,Hotel
Manisa,NK Fitness Club,Gym / Fitness Center
Manisa,Tarihi Bedesten Nikah Salonu,Historic Site
Manisa,Tarzan Aile Çay Bahçesi,Tea Room
Manisa,Spil Dem Aile Çay Bahçesi,Café
Manisa,Taş Köprü Cafe,Café
Manisa,Çakır Balıkçılık,Seafood Restaurant
Manisa,La Bella,Italian Restaurant
Manisa,Passage Tea & Coffee Shop,Coffee Shop
Manisa,Tarihi Sultan Hamamı,Historic Site
Manisa,Laleli Yürüyüş Parkı,Park
Manisa,Remzi Ocakbaşı,Restaurant
Manisa,PLASE Playstation,Arcade
Manisa,Ahsen Pide,Pide Place
Manisa,Niobe Cafe,Café
Manisa,Battalbey Çiğ Köfte Zeliş Ablanın Yeri,Deli / Bodega
Manisa,% Papercup,Lounge
Manisa,Spil Büfe,Burger Joint
Manisa,Hayal Kahvesi,Concert Hall
Manisa,Waffle Life,Dessert Shop
Manisa,Giritligil Hotel,Hotel
Manisa,KARAKÖY KÖFTECİSİ MEZECİSİ,Buffet
Manisa,Belenli Fotoğraf,Photography Studio
Manisa,1453 Osmanlı,Café
Manisa,Seyr-i Alem Cafe,Café
Manisa,İhsan Usta Damla Pastacılık,Dessert Shop
Manisa,Hubb Coffee,Café
Manisa,Asçı Mehmet,Turkish Home Cooking Restaurant
Manisa,Balık Keyfi,Fish & Chips Shop
Manisa,Atatürk Kent Parkı,Park
Manisa,Okkalı Kahve,Coffee Shop
Manisa,Ege Çiftliği,Breakfast Spot
Manisa,Looks Hotel A'la Carte Restaurant,Buffet
Manisa,Eczane İncirli,Pharmacy
Manisa,Sir Winston,Café
Manisa,Pause Coffea,Coffee Shop
Manisa,Kokoreç Durağı,Kokoreç Restaurant
Manisa,Mega Fırın Cafe,Bakery
Manisa,Dedenin Yeri,Tea Room
Manisa,Gurme Atölye,Breakfast Spot
Manisa,Gözde Kuyumculuk,Jewelry Store
Kahramanmaraş,Ilıca Aile Çay Bahçesi,Garden
Kahramanmaraş,Menzelet Mesire Alanı,Park
Kahramanmaraş,Özger Termal Otel,Hotel
Kahramanmaraş,Özger Termal Aqua Havuz Sauna Ve Masaj Tesisleri,Hotel
Kahramanmaraş,Savruk Şelalesi VE Mağaraları,Campground
Kahramanmaraş,Ilıca Kaplıcaları,Hot Spring
Kahramanmaraş,Süleymanlı (Zeytun) Köyü,Farm
Kahramanmaraş,Narlıseki Et & Balık Lokantası,Restaurant
Kahramanmaraş,Kahramanmaraş Ilıca,Summer Camp
Kahramanmaraş,Fırnız Alabalık Tesisleri,Seafood Restaurant
Kahramanmaraş,Kazma Bağ Evleri,Farm
Kahramanmaraş,Dostlar Tekir Et Lokantasi,Steakhouse
Kahramanmaraş,Fatih Göz Alabalık,Fishing Spot
Kahramanmaraş,Döngel Mağarası,Cave
Kahramanmaraş,Ahir Dagi Bağ Evleri,Mountain
Kahramanmaraş,Tömek Bağ Evleri,Farm
Kahramanmaraş,Konur Aile Çay Bahçesi,Garden
Kahramanmaraş,Ilıca Köy Kahvaltısı,Soup Place
Kahramanmaraş,Narlıseki Pirzola,Steakhouse
Kahramanmaraş,narlıseki,Turkish Home Cooking Restaurant
Kahramanmaraş,Çağlayan Balık Restorantı,Kebab Restaurant
Kahramanmaraş,Taşköprü Emte Alabalık Tesisleri,Seafood Restaurant
Kahramanmaraş,Fırnız,Campground
Kahramanmaraş,Karsu Et ve Alabalık Restaurant,Restaurant
Kahramanmaraş,Sır Barajı Taş Köprü,Water Park
Kahramanmaraş,Ilıca Tavşantepe Yaylası,Mountain
Kahramanmaraş,aras alabalık tesisi,Campground
Kahramanmaraş,Fırnız,Fishing Spot
Kahramanmaraş,Ilıca Kahramanmaraş,Hot Spring
Kahramanmaraş,Döngele Yaylası,Mountain
Kahramanmaraş,Ilıca Parkı,Park
Kahramanmaraş,zeytin ilicasi,Rest Area
Kahramanmaraş,Altun Et Lokantası,Turkish Restaurant
Kahramanmaraş,Ilıca Tatil Köyü,Resort
Kahramanmaraş,Çağlayan,Rest Area
Kahramanmaraş,ılıca lunapark,Playground
Kahramanmaraş,Ilıca Safa Kaplıca Evleri,Hotel
Kahramanmaraş,Yılmaz Usta,Steakhouse
Kahramanmaraş,Vali Saim Çotur Kaplıcaları,Hot Spring
Kahramanmaraş,Gardenya Apart&Hotel,Hotel
Kahramanmaraş,Himalaya Apart Otel,Bed & Breakfast
Kahramanmaraş,Haliloğlu Apart Otel,Bed & Breakfast
Kahramanmaraş,Galip Et Lokantası,Food Court
Kahramanmaraş,Doğa Gezintisi,Forest
Kahramanmaraş,yavuzlar çilek bahçesi,Botanical Garden
Kahramanmaraş,Menzelet Kamp Alani,Campground
Kahramanmaraş,Zeytınlık,River
Kahramanmaraş,Kısık Vadisi,Rock Climbing Spot
Kahramanmaraş,BEŞOLUK,Forest
Kahramanmaraş,Bertiz Karamanlı Köyü,Nature Preserve
Kahramanmaraş,Andırın Yol Ayrımı,Border Crossing
Kahramanmaraş,sarıgüzel köyü,Mountain
Kahramanmaraş,Döngele,Campground
Kahramanmaraş,Döngel,Night Market
Kahramanmaraş,Tekir Et Lokantası,Steakhouse
Kahramanmaraş,sarıgüzel köyü,Vineyard
Kahramanmaraş,Köy Kahvaltı Salonu,Breakfast Spot
Kahramanmaraş,döngel,River
Kahramanmaraş,Kahramanmaraş-Antalya Karayolu,Moving Target
Kahramanmaraş,Yılmaz Usta,Steakhouse
Kahramanmaraş,Tekişli,Farm
Kahramanmaraş,Ahir dağ pehlivan yaylası,Mountain
Kahramanmaraş,Hacibudak,Bay
Kahramanmaraş,Güven Karaman Şantiye Alanı,Construction & Landscaping
Mardin,Zınnar Bağ Evi,Mountain
Mardin,Ramada Plaza by Wyndahm MARDİN,Hotel
Mardin,Eski Mardin,Historic Site
Mardin,Gazi Konağı Butik Otel,Hotel
Mardin,Hatuniye Medresesi,Historic Site
Mardin,Chateau de Mardin,Restaurant
Mardin,İzala Boutique Hotel,Hotel
Mardin,Merdo Cafe Bistro Nargile,Café
Mardin,Zinciriye Medresesi,Historic Site
Mardin,Kabadayı Beşir'in Yeri,Middle Eastern Restaurant
Mardin,Erdoba Elegance Hotel,Hotel
Mardin,Ulu Cami,Mosque
Mardin,Kırklar Kilisesi,Church
Mardin,Mardius Tarihi Konak,Hotel
Mardin,Mardin Kalesi,Castle
Mardin,Leylan Cafe,Café
Mardin,The Republic,Café
Mardin,Davut Selim,Candy Store
Mardin,Mardin Müzesi,Museum
Mardin,Arasta Cafe,Café
Mardin,Doboo Restaurant,Restaurant
Mardin,AZD House Hotel,Hotel
Mardin,Cumbalı Ev Restaurant,General Entertainment
Mardin,Siras Şarapçılık&Şarapevi,Winery
Mardin,Kaya Ninova Otel,Hotel
Mardin,Dostlar Meyhanesi,Meyhane
Mardin,İzla Art Cafe,Café
Mardin,Mila Cafe Mardin,Café
Mardin,Mardin Manzara,Scenic Lookout
Mardin,Leyli Muse Mutfak Kitchen,Restaurant
Mardin,Kasımiye Medresesi,Historic Site
Mardin,Joker Cafe,Café
Mardin,Ahmet Kaya Çay Bahçesi,Garden
Mardin,Bahce Başı Çay Bahcesi,Tea Room
Mardin,Kamor Millet Bahçesi,Garden
Mardin,Kültür Cafe,Café
Mardin,Sadık Künefe,Dessert Shop
Mardin,Erkan Ciğa Kuaför,Salon / Barbershop
Mardin,Mardin Açık Hava Sineması,Indie Movie Theater
Mardin,Chef Mardin Mutfağı,Comfort Food Restaurant
Mardin,Sakıp Sabancı Mardin Kent Müzesi,Museum
Mardin,Usta Cağ Kebap,Restaurant
Mardin,Elegance Club - Fitness & SPA,Spa
Mardin,İldo Cafe Patisserie,Café
Mardin,Cafe De Papel,Café
Mardin,Kasr-I Kaya (CİĞERCİ YUSUF),Food Court
Mardin,Reyhani Kasri Hotel,Hotel
Mardin,Ali Baba,Hookah Bar
Mardin,Kahve Durağı,Café
Mardin,Golden Life,Hotel
Mardin,Gözde Cafe & Kumru,Café
Mardin,Akyüz Gümüş,Jewelry Store
Mardin,Mila Cafe,Café
Mardin,Cumhuriyet Meydanı,Plaza
Mardin,Mardin Osmanlı Konağı,Hotel
Mardin,Artuklu Üniversitesi Sosyal Tesisi ve Uygulama Oteli,Hotel
Mardin,Yemen Kurukahve & Cafe,Café
Mardin,Kana Suryani Çöreği,Pastry Shop
Mardin,Mardin Damat Tween,Men's Store
Mardin,Bayramefendi Osmanlı Kahvecisi,Café
Mardin,Keyf-i Mersin Tantuni,Snack Place
Mardin,Davut Efendi Kuruyemiş,Candy Store
Mardin,Eski Mardin Çarşısı,Historic Site
Mardin,Ottoman Nargile Atölyesi,Café
Mardin,Mardin Emirgan AVM,Shopping Mall
Mardin,Deyrulzafaran Manastırı,Monastery
Mardin,Hilton Garden Inn,Hotel
Mardin,Lucha Kitchen & Cafe,Café
Mardin,MİA LUNA APART,Hotel
Mardin,Moss Gym,Gym / Fitness Center
Mardin,Miymiy Bistro Cafe,Nightclub
Mardin,Yusuf Usta,Middle Eastern Restaurant
Mardin,Sinek Cafe,Café
Mardin,Darius Konağı,Historic Site
Mardin,Kardeşler Ocakbaşı,Diner
Mardin,Her Yerde Sanat Derneği,Street Art
Mardin,Ehlitat Künefe,Dessert Shop
Mardin,Atilla Çay Parkı,Café
Mardin,Robert's Coffee,Coffee Shop
Mardin,Sinek Butik & Teras,Hostel
Mardin,Abbara Bar,Bar
Mardin,Yemen Kurukahvecisi,Candy Store
Mardin,Eski Mardin Cadde Boyu,Pedestrian Plaza
Mardin,Mardin İldo Cafe,Bistro
Mardin,Hilton Restaurant,Eastern European Restaurant
Mardin,Zırh Kebapçısı,Steakhouse
Mardin,Nazende Restaurant,Restaurant
Mardin,Yasemin Pide ve Lahmacun Salonu,Turkish Restaurant
Mardin,Harire Mardin,Historic Site
Mardin,Artuklu Kervansarayı,Hotel
Mardin,Taş Ev,Café
Mardin,Kehribar Cafe,Arcade
Mardin,David People,Café
Mardin,Bizmar Cafe&Kültür,Café
Mardin,Mezopotamya Otantik Cafe,Breakfast Spot
Mardin,Bağdadi Restoran,Middle Eastern Restaurant
Mardin,Marangozlar Cafe &Nargile Salonu,Café
Mardin,Şeyhan Kebap&Lahmacun Sofrası,Middle Eastern Restaurant
Mardin,Hasan Ayyar Çarşısı,Market
Mardin,Merlin Konağı,Café
Muğla,Yeşilyurt Meydan,Park
Muğla,Yenice Vadi Vali Bey,Hotel
Muğla,Ayıcı'nın Yeri,Turkish Restaurant
Muğla,Phuket Hookah Lounge,Hookah Bar
Muğla,Sini Restaurant,Restaurant
Muğla,Müco Mutfak & Kahve Festiva Avm Muğla,Turkish Home Cooking Restaurant
Muğla,Pablo Artisan Coffee,Coffee Shop
Muğla,Kampüs Halısaha,Soccer Field
Muğla,Safir Hookah Lounge,Hookah Bar
Muğla,Galata Cafe,Café
Muğla,Kaya Adamlar Gym & Fitness,Gym / Fitness Center
Muğla,Gel Dostum,Restaurant
Muğla,Latife Muğla,Coffee Shop
Muğla,Je t’aime Bistro,Bistro
Muğla,Starbucks,Coffee Shop
Muğla,Telve Cafe,Café
Muğla,Şömin Cafe & Restaurant,Café
Muğla,Mabolla Performance Club,Bar
Muğla,Coffee & Stuff,Coffee Shop
Muğla,Bereket Pide,Turkish Restaurant
Muğla,6:45 Kaybedenler Kulübü Festiva Avm Muğla,Bar
Muğla,Salve,Coffee Shop
Muğla,Güzelköy Fırın Cafe,Café
Muğla,Özlem Pastanesi 4,Pastry Shop
Muğla,Otto Künefe,Dessert Shop
Muğla,Hayal Evi Çanta & Giyim & Takı,Boutique
Muğla,Academy Sport Center,Gym
Muğla,Has Suites Otel,Hotel
Muğla,Gym Art Fitness Center,Gym
Muğla,Menteşe Kent Parkı,Park
Muğla,Sardalyem,Mediterranean Restaurant
Muğla,Muğla GSB Kapalı Yüzme Havuzu,Pool
Muğla,Güler Ananın Yeri,Food Court
Muğla,Tosbaa,Pub
Muğla,Mabolla Life,Bar
Muğla,Kardeşler Oto Müzik Sistemleri,Electronics Store
Muğla,Gratis,Cosmetics Shop
Muğla,Pablo Cafe,Café
Muğla,Hovel Pub,Bar
Muğla,Kukla Pub,Pub
Muğla,All Star Gym&Fitness,Gym
Muğla,Zeytin Dalı,Café
Muğla,Cafe Pinn Hookah&Lounge,Cafeteria
Muğla,Moğla Fırın /Cafe,Bakery
Muğla,Yayla Restaurant,Turkish Restaurant
Muğla,ROUTE 48,Bar
Muğla,Waffle Cornerr,Dessert Shop
Muğla,Academy Sport Center,Gym / Fitness Center
Muğla,ManşEt Mangalbaşı Restaurant,Restaurant
Muğla,Cumhuriyet Meydanı,Plaza
Muğla,Stockholm Pizza,Pizza Place
Muğla,Muco Kahvaltı & Dahası,Breakfast Spot
Muğla,ParkFit HEALT CLUB,Gym / Fitness Center
Muğla,Meşhur Çorbacı Atilla  Usta,Soup Place
Muğla,No:62 Cafe & Pub,Pub
Muğla,Barbar,Pub
Muğla,Flo Festiva Avm,Shoe Store
Muğla,Fullmoon Lounge,Lounge
Muğla,Yürüyüş ve Koşu Parkuru,Trail
Muğla,Nefis Köfteci Kemal,Kofte Place
Muğla,Oses Çiğ Köfte,Fast Food Restaurant
Muğla,Hollywood,Scenic Lookout
Muğla,Eyvan Kebap,Kebab Restaurant
Muğla,Kahve Sokağı,Café
Muğla,Pub_uç Avlu,Pub
Muğla,Serçe Yemek Evi & Catering,Turkish Home Cooking Restaurant
Muğla,Muğla Kültür Evi,Art Museum
Muğla,Nazar Lugga,Café
Muğla,Cheers,Bar
Muğla,Shimal Fitness & Spa,Gym
Muğla,NRG Creative Fitness,Gym
Muğla,Prestige,Multiplex
Muğla,Mazot,Bar
Muğla,Carissa Otel,Hotel
Muğla,Cheers Rider's,Bar
Muğla,Well Fit Gym Center,Gym / Fitness Center
Muğla,Mack Bear Coffee Co.,Café
Muğla,Kaptan'ın Yeri,Fast Food Restaurant
Muğla,Kızıldağ,Campground
Muğla,Ogga,Café
Muğla,Hamdi Baş tandır,Turkish Restaurant
Muğla,Yatağan Optik,Optical Shop
Muğla,By Chef Kokoreç Midye,Kokoreç Restaurant
Muğla,Devetaşı,Scenic Lookout
Muğla,Bağlarbaşı Restaurant,Turkish Restaurant
